Volatility 3 Framework 2.0.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
1272	explorer.exe	0x859a6ba8	0x268	EtwRegistration	0x804	
1272	explorer.exe	0x859a45a8	0x26c	EtwRegistration	0x804	
1272	explorer.exe	0x85673fc0	0x270	EtwRegistration	0x804	
1272	explorer.exe	0x859a6b60	0x274	Event	0x1f0003	
1272	explorer.exe	0x8594f208	0x278	Mutant	0x1f0001	
1272	explorer.exe	0x859a4560	0x27c	Event	0x1f0003	
1272	explorer.exe	0x8594f1b8	0x280	Mutant	0x1f0001	
1272	explorer.exe	0x859a7ae0	0x284	ALPC Port	0x1f0001	
1272	explorer.exe	0x859a9108	0x288	EtwRegistration	0x804	
1272	explorer.exe	0x859ab038	0x28c	ALPC Port	0x1f0001	
1272	explorer.exe	0xa2177fd0	0x290	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS
1272	explorer.exe	0xa21986e8	0x294	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE
1272	explorer.exe	0xa20e5188	0x298	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS
1272	explorer.exe	0x859abe48	0x29c	File	0x120089	\Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
1272	explorer.exe	0xa1d96780	0x2a0	Section	0xf0005	
1272	explorer.exe	0x859aa5b8	0x2a4	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9
1272	explorer.exe	0x859ab800	0x2a8	File	0x120089	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\comctl32.dll.mui
1272	explorer.exe	0xa2b4e040	0x2ac	Section	0x6	windows_shell_global_counters
1272	explorer.exe	0x859ab228	0x2b0	Event	0x1f0003	
1272	explorer.exe	0x859ba038	0x2b4	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0x859ab558	0x2b8	EtwRegistration	0x804	
1272	explorer.exe	0x859a9c88	0x2bc	Event	0x1f0003	
1272	explorer.exe	0x859a6998	0x2c0	Event	0x1f0003	
1272	explorer.exe	0x858ef038	0x2c4	ALPC Port	0x1f0001	
1272	explorer.exe	0x85995280	0x2c8	Semaphore	0x100003	
1272	explorer.exe	0x859ab508	0x2cc	Semaphore	0x100003	
1272	explorer.exe	0x859ab4c0	0x2d0	Semaphore	0x100003	
1272	explorer.exe	0x859ab478	0x2d4	Semaphore	0x100003	
1272	explorer.exe	0x859bbad8	0x2d8	Semaphore	0x100003	
1272	explorer.exe	0x859bba90	0x2dc	Semaphore	0x100003	
1272	explorer.exe	0x859bba48	0x2e0	Semaphore	0x100003	
1272	explorer.exe	0x859bba00	0x2e4	Semaphore	0x100003	
1272	explorer.exe	0x85871290	0x2e8	Event	0x1f0003	
1272	explorer.exe	0x859b0778	0x2ec	Event	0x21f0003	
1272	explorer.exe	0x859bcae0	0x2f0	Event	0x1f0003	
1272	explorer.exe	0x859bb030	0x2f4	Thread	0x1fffff	Tid 1396 Pid 1272
1272	explorer.exe	0x859bb360	0x2f8	Semaphore	0x1f0003	
1272	explorer.exe	0x859bd840	0x2fc	EtwRegistration	0x804	
1272	explorer.exe	0x89667188	0x300	Section	0xf0005	C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
1272	explorer.exe	0x960b4738	0x304	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS
1272	explorer.exe	0x859c2e28	0x308	EtwRegistration	0x804	
1272	explorer.exe	0x89667188	0x30c	Section	0x4	C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
1272	explorer.exe	0xa217e4f0	0x310	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\PROPERTYBAG
1272	explorer.exe	0xa1d2e1b8	0x314	Section	0xf0005	C:*ProgramData*Microsoft*Windows*Caches*{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000007.db
1272	explorer.exe	0x859c26d0	0x318	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\explorerframe.dll.mui
1272	explorer.exe	0xa2182140	0x31c	Section	0xf0005	C:*ProgramData*Microsoft*Windows*Caches*{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
1272	explorer.exe	0x859bd8b8	0x320	EtwRegistration	0x804	
1272	explorer.exe	0x859bd7c8	0x324	EtwRegistration	0x804	
1272	explorer.exe	0x859bd778	0x328	Semaphore	0x1f0003	
1272	explorer.exe	0xa2b34478	0x32c	Key	0x20019	USER
1272	explorer.exe	0x859ba710	0x330	Mutant	0x1f0001	
1272	explorer.exe	0x859aa2e0	0x334	Event	0x1f0003	
1272	explorer.exe	0x859c4d80	0x338	ALPC Port	0x1f0001	
1272	explorer.exe	0x859bd738	0x33c	Event	0x21f0003	
1272	explorer.exe	0xa2b38320	0x340	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{F38BF404-1D43-42F2-9305-67DE0B28FC23}\PROPERTYBAG
1272	explorer.exe	0xa2b6c7d8	0x344	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\PROPERTYBAG
1272	explorer.exe	0xa1d80fd0	0x348	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\PROPERTYBAG
1272	explorer.exe	0x859c7b90	0x34c	EtwRegistration	0x804	
1272	explorer.exe	0xa2b1d5c8	0x350	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FD228CB7-AE11-4AE3-864C-16F3910AB8FE}\PROPERTYBAG
1272	explorer.exe	0x859c5718	0x354	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0x859c51f0	0x358	EtwRegistration	0x804	
1272	explorer.exe	0x859c7208	0x35c	EtwRegistration	0x804	
1272	explorer.exe	0x859c3648	0x360	EtwRegistration	0x804	
1272	explorer.exe	0x859c97b0	0x364	Event	0x1f0003	
1272	explorer.exe	0xa2b2f178	0x368	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{905E63B6-C1BF-494E-B29C-65B732D3D21A}\PROPERTYBAG
1272	explorer.exe	0x859c3de8	0x36c	Event	0x1f0003	
1272	explorer.exe	0x859c91c8	0x370	File	0x12019f	\Device\NamedPipe\samr
1272	explorer.exe	0x859cae50	0x374	EtwRegistration	0x804	
1272	explorer.exe	0x859caec8	0x378	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0x9134f038	0x37c	EtwRegistration	0x804	
1272	explorer.exe	0x9134f218	0x380	EtwRegistration	0x804	
1272	explorer.exe	0x859c8038	0x384	ALPC Port	0x1f0001	
1272	explorer.exe	0x859ce748	0x388	Event	0x1f0003	
1272	explorer.exe	0x859bb030	0x38c	Thread	0x2	Tid 1396 Pid 1272
1272	explorer.exe	0x859ce788	0x390	Event	0x1f0003	
1272	explorer.exe	0x859dd930	0x394	Event	0x21f0003	
1272	explorer.exe	0x859ddc28	0x398	EtwRegistration	0x804	
1272	explorer.exe	0x859dd1e8	0x39c	EtwRegistration	0x804	
1272	explorer.exe	0x859c9e90	0x3a0	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\authui.dll.mui
1272	explorer.exe	0x85b838c0	0x3a4	Event	0x100003	
1272	explorer.exe	0x858d7748	0x3a8	Event	0x1f0003	
1272	explorer.exe	0x859d5aa8	0x3ac	Event	0x1f0003	
1272	explorer.exe	0x859df970	0x3b0	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_96.db!dfMaintainer
1272	explorer.exe	0x85ac31c0	0x3b4	EtwRegistration	0x804	
1272	explorer.exe	0xa2e826f8	0x3b8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{33E28130-4E1E-4676-835A-98395C3BC3BB}\PROPERTYBAG
1272	explorer.exe	0x859cc0e8	0x3bc	Event	0x1f0003	
1272	explorer.exe	0x859cbc78	0x3c0	Semaphore	0x1f0003	
1272	explorer.exe	0x859cbc38	0x3c4	Event	0x1f0003	
1272	explorer.exe	0xa2e8a248	0x3c8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{7B0DB17D-9CD2-4A93-9733-46CC89022E7C}\PROPERTYBAG
1272	explorer.exe	0xa2e82c90	0x3cc	Key	0x3001f	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\COUNT
1272	explorer.exe	0x859af188	0x3d0	Mutant	0x1f0001	_SHuassist.mtx
1272	explorer.exe	0xa2e81f10	0x3d4	Key	0x3001f	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\COUNT
1272	explorer.exe	0xa2e87d80	0x3d8	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\SHELL\BAGS\1\DESKTOP
1272	explorer.exe	0x859d3d58	0x3dc	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0xa2e98fd8	0x3e0	Section	0xf0005	C:*ProgramData*Microsoft*Windows*Caches*{0111F606-03AA-43E8-BB46-D9E1F78DFF29}.2.ver0x0000000000000001.db
1272	explorer.exe	0xa2e96238	0x3e4	Key	0x2001f	USER\S-1-5-21-1716914095-909560446-1177810406-1000_CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT\WINDOWS\SHELL
1272	explorer.exe	0xa2e9cd00	0x3e8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{3214FAB5-9757-4298-BB61-92A9DEAA44FF}\PROPERTYBAG
1272	explorer.exe	0x859af218	0x3ec	Event	0x1f0003	
1272	explorer.exe	0x859d48a8	0x3f0	Event	0x1f0003	
1272	explorer.exe	0xa2e82698	0x3f4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{B6EBFB86-6907-413C-9AF7-4FC2ABF07CC5}\PROPERTYBAG
1272	explorer.exe	0x859af0e8	0x3f8	Event	0x1f0003	
1272	explorer.exe	0x859ee260	0x3fc	Event	0x1f0003	
1272	explorer.exe	0x859df040	0x400	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_32.db!dfMaintainer
1272	explorer.exe	0x859df970	0x404	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_96.db!dfMaintainer
1272	explorer.exe	0x859ce820	0x408	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Windows\Libraries
1272	explorer.exe	0x859e0430	0x40c	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Windows\Libraries
1272	explorer.exe	0x859d89a8	0x410	Event	0x1f0003	
1272	explorer.exe	0x859d59b0	0x414	Event	0x100003	
1272	explorer.exe	0x85b9c168	0x418	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
1272	explorer.exe	0x859dbb30	0x41c	Event	0x1f0003	
1272	explorer.exe	0x859dd988	0x420	Event	0x1f0003	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_idx.db!rwWriterEvent
1272	explorer.exe	0x859dd360	0x424	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_idx.db!rwWriterMutex
1272	explorer.exe	0x859e0da0	0x428	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
1272	explorer.exe	0x859df850	0x42c	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_sr.db!dfMaintainer
1272	explorer.exe	0x859cf380	0x430	Mutant	0x1f0001	ZonesCounterMutex
1272	explorer.exe	0x859df910	0x434	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_256.db!dfMaintainer
1272	explorer.exe	0xa2e89e48	0x438	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL\FEATURE_UNC_SAVEDFILECHECK
1272	explorer.exe	0xa2e83498	0x43c	Key	0x2001f	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\SHELL
1272	explorer.exe	0x859dd3b8	0x440	EtwRegistration	0x804	
1272	explorer.exe	0x859c8ff0	0x444	Event	0x21f0003	
1272	explorer.exe	0xa2e88310	0x448	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\PROPERTYBAG
1272	explorer.exe	0x859af1d8	0x44c	Event	0x1f0003	
1272	explorer.exe	0x859cf030	0x450	Thread	0x1fffff	Tid 1428 Pid 1272
1272	explorer.exe	0x859cbd30	0x454	Event	0x21f0003	
1272	explorer.exe	0xa2e8a890	0x458	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{2112AB0A-C86A-4FFE-A368-0DE96E47012E}\PROPERTYBAG
1272	explorer.exe	0x859d89e8	0x45c	Semaphore	0x1f0003	
1272	explorer.exe	0xa2e9b3f8	0x460	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{4BD8D571-6D19-48D3-BE97-422220080E43}\PROPERTYBAG
1272	explorer.exe	0x859d05c0	0x464	Event	0x1f0003	
1272	explorer.exe	0x859ce5d8	0x468	Event	0x1f0003	
1272	explorer.exe	0x859cb750	0x46c	Event	0x21f0003	
1272	explorer.exe	0x859d0728	0x470	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
1272	explorer.exe	0xa2e8d180	0x474	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{ED4824AF-DCE4-45A8-81E2-FC7965083634}\PROPERTYBAG
1272	explorer.exe	0x859df8b0	0x478	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_1024.db!dfMaintainer
1272	explorer.exe	0xa2e8d318	0x47c	Key	0x20019	MACHINE\SOFTWARE\POLICIES
1272	explorer.exe	0xa2e91e48	0x480	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\POLICIES
1272	explorer.exe	0xa2e90ee0	0x484	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE
1272	explorer.exe	0xa2e90d00	0x488	Key	0x20019	MACHINE\SOFTWARE
1272	explorer.exe	0x89667188	0x48c	Section	0x4	C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
1272	explorer.exe	0xa2e90478	0x490	Key	0x20019	MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
1272	explorer.exe	0xa2e90418	0x494	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
1272	explorer.exe	0xa2e903b8	0x498	Key	0x20019	USER\S-1-5-21-1716914095-909560446-1177810406-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
1272	explorer.exe	0xa2e92e98	0x49c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
1272	explorer.exe	0xa2e92df8	0x4a0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL\FEATURE_HTTP_USERNAME_PASSWORD_DISABLE
1272	explorer.exe	0xa2e93e10	0x4a4	Section	0xf0007	UrlZonesSM_IEUser
1272	explorer.exe	0x859d1b18	0x4a8	Mutant	0x1f0001	ZoneAttributeCacheCounterMutex
1272	explorer.exe	0xa2e93d08	0x4ac	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL\FEATURE_LOCALMACHINE_LOCKDOWN
1272	explorer.exe	0x859d1c58	0x4b0	Mutant	0x1f0001	ZonesCacheCounterMutex
1272	explorer.exe	0x859d1b18	0x4b4	Mutant	0x1f0001	ZoneAttributeCacheCounterMutex
1272	explorer.exe	0x9134f480	0x4b8	Mutant	0x1f0001	ZonesLockedCacheCounterMutex
1272	explorer.exe	0xa2e90b30	0x4bc	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL\FEATURE_PROTOCOL_LOCKDOWN
1272	explorer.exe	0x85c67d48	0x4c0	Thread	0x1fffff	Tid 1444 Pid 1272
1272	explorer.exe	0x859df7f0	0x4c4	Mutant	0x1f0001	C::Users:IEUser:AppData:Local:Microsoft:Windows:Explorer:thumbcache_idx.db!ThumbnailCacheInit
1272	explorer.exe	0xa2e8d978	0x4c8	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
1272	explorer.exe	0x859e0208	0x4cc	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
1272	explorer.exe	0xa2eb0b08	0x4d0	Section	0xf0007	
1272	explorer.exe	0x8599da78	0x4d4	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
1272	explorer.exe	0x859e1c38	0x4d8	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
1272	explorer.exe	0xa2eb3b88	0x4dc	Section	0xf0007	
1272	explorer.exe	0x85b9cf08	0x4e0	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
1272	explorer.exe	0x859df398	0x4e4	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
1272	explorer.exe	0xa2eb22f0	0x4e8	Section	0xf0007	
1272	explorer.exe	0x85b9d038	0x4ec	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
1272	explorer.exe	0x859e07f8	0x4f0	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
1272	explorer.exe	0xa2eb1858	0x4f4	Section	0xf0007	
1272	explorer.exe	0x85b9d170	0x4f8	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
1272	explorer.exe	0x859df730	0x4fc	File	0x12019f	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
1272	explorer.exe	0xa2eb31e8	0x500	Section	0xf0007	
1272	explorer.exe	0x8596fd20	0x504	Event	0x1f0003	ShellReadyEvent
1272	explorer.exe	0x859de848	0x508	Event	0x1f0003	
1272	explorer.exe	0x859e0378	0x50c	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
1272	explorer.exe	0x859dd1a0	0x510	Event	0x1f0003	
1272	explorer.exe	0x859e02c0	0x514	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
1272	explorer.exe	0x859df5f8	0x518	Event	0x1f0003	
1272	explorer.exe	0x859e11b0	0x51c	File	0x100081	\Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
1272	explorer.exe	0x859d3d10	0x520	Event	0x1f0003	
1272	explorer.exe	0x859e10f8	0x524	File	0x100081	\Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
1272	explorer.exe	0x859e08b8	0x528	Event	0x1f0003	
1272	explorer.exe	0x859dd650	0x52c	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu
1272	explorer.exe	0x859de778	0x530	Event	0x1f0003	
1272	explorer.exe	0x859dd598	0x534	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu
1272	explorer.exe	0x859df658	0x538	Event	0x1f0003	
1272	explorer.exe	0x859e2280	0x53c	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\Desktop
1272	explorer.exe	0x859de590	0x540	Event	0x1f0003	
1272	explorer.exe	0x859dea60	0x544	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\Desktop
1272	explorer.exe	0x859db3b8	0x548	Event	0x1f0003	
1272	explorer.exe	0x859de9a8	0x54c	File	0x100081	\Device\HarddiskVolume1\Users\Public\Desktop
1272	explorer.exe	0x859df5b8	0x550	Event	0x1f0003	
1272	explorer.exe	0x859e3280	0x554	File	0x100081	\Device\HarddiskVolume1\Users\Public\Desktop
1272	explorer.exe	0x859dd550	0x558	Event	0x1f0003	
1272	explorer.exe	0x859e13d0	0x55c	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Burn
1272	explorer.exe	0x859dd510	0x560	Event	0x1f0003	
1272	explorer.exe	0x859e4280	0x564	File	0x100081	\Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Burn
1272	explorer.exe	0x859de960	0x568	Event	0x1f0003	
1272	explorer.exe	0x859ebfb0	0x56c	Event	0x1f0003	
1272	explorer.exe	0x859e91d0	0x570	EtwRegistration	0x804	
1272	explorer.exe	0x859e8ba8	0x574	Event	0x1f0003	
1272	explorer.exe	0x962bb4b8	0x578	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{491E922F-5643-4AF4-A7EB-4E7A138D8174}\PROPERTYBAG
1272	explorer.exe	0x87bfb0e8	0x57c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{18989B1D-99B5-455B-841C-AB7C74E4DDFC}\PROPERTYBAG
1272	explorer.exe	0x8966c898	0x580	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{56784854-C6CB-462B-8169-88E350ACB882}\PROPERTYBAG
1272	explorer.exe	0xa1d29448	0x584	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{A302545D-DEFF-464B-ABE8-61C8648D939B}\PROPERTYBAG
1272	explorer.exe	0x89715c90	0x588	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{2400183A-6185-49FB-A2D8-4A392A602BA3}\PROPERTYBAG
1272	explorer.exe	0xa2ec1d38	0x58c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{52528A6B-B9E3-4ADD-B60D-588C2DBA842D}\PROPERTYBAG
1272	explorer.exe	0x859d8670	0x590	Thread	0x1fffff	Tid 1484 Pid 1272
1272	explorer.exe	0xa2ec2678	0x594	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\PROPERTYBAG
1272	explorer.exe	0x8588c3c0	0x598	Event	0x1f0003	
1272	explorer.exe	0x858f1b08	0x59c	Event	0x21f0003	
1272	explorer.exe	0x8962d268	0x5a0	Section	0x4	mmGlobalPnpInfo
1272	explorer.exe	0xa2ef4c30	0x5a4	Key	0x1	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
1272	explorer.exe	0x859eb950	0x5a8	Event	0x21f0003	
1272	explorer.exe	0x8413bb88	0x5ac	Event	0x1f0003	DINPUTWINMM
1272	explorer.exe	0x859d49b0	0x5b0	Thread	0x100000	Tid 1460 Pid 1456
1272	explorer.exe	0x8595d9a8	0x5b4	Event	0x1f0003	
1272	explorer.exe	0x841e8520	0x5b8	Event	0x100003	
1272	explorer.exe	0x85a929a8	0x5bc	Event	0x100003	
1272	explorer.exe	0x859cf4e8	0x5c0	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0x841e3160	0x5c4	Event	0x1f0003	
1272	explorer.exe	0x859d0030	0x5c8	Thread	0x1fffff	Tid 1440 Pid 1272
1272	explorer.exe	0x858d03e8	0x5cc	Event	0x1f0003	
1272	explorer.exe	0x858d0278	0x5d0	Event	0x21f0003	
1272	explorer.exe	0x85b827b0	0x5d4	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
1272	explorer.exe	0x859cf868	0x5d8	Thread	0x1fffff	Tid 1436 Pid 1272
1272	explorer.exe	0x85991380	0x5dc	Event	0x100003	
1272	explorer.exe	0x85ac52c0	0x5e0	Event	0x1f0003	
1272	explorer.exe	0x85b5ac28	0x5e4	Event	0x21f0003	
1272	explorer.exe	0x85ba9430	0x5e8	Semaphore	0x1f0003	
1272	explorer.exe	0x85b9b030	0x5ec	Thread	0x1fffff	Tid 2120 Pid 1272
